Gene symbol	function	property	product	feature_id	patric_id	identity	e_value
fig|562.19188.peg.5402		Transporter	Uncharacterized protein YfeH	PATRIC.562.19188.NSEE01000102.CDS.7351.8349.fwd	fig|562.19188.peg.5402	99	1e-189
fig|562.19188.peg.5409		Transporter	Phosphotransferase system, phosphocarrier protein HPr	PATRIC.562.19188.NSEE01000102.CDS.14169.14426.fwd	fig|562.19188.peg.5409	100	7e-40
fig|562.19188.peg.5470		Transporter	Hydrogenase-4 component A	PATRIC.562.19188.NSEE01000102.CDS.74169.74786.fwd	fig|562.19188.peg.5470	97	1e-117
fig|562.19188.peg.83		Transporter	Alkaline induced inner membrane protein Alx	PATRIC.562.19188.NSEE01000107.CDS.3577.4542.fwd	fig|562.19188.peg.83	100	1e-182
fig|562.19188.peg.150		Transporter	Respiratory nitrate reductase beta chain (EC 1.7.99.4)	PATRIC.562.19188.NSEE01000109.CDS.5932.7476.rev	fig|562.19188.peg.150	99	0.0
fig|562.19188.peg.151		Transporter	Respiratory nitrate reductase alpha chain (EC 1.7.99.4)	PATRIC.562.19188.NSEE01000109.CDS.7473.11213.rev	fig|562.19188.peg.151	99	0.0
fig|562.19188.peg.4194		Transporter	PTS system, fructose-like IIC component FrwC	PATRIC.562.19188.NSEE01000112.CDS.14534.15613.rev	fig|562.19188.peg.4194	100	1e-203
fig|562.19188.peg.2995		Transporter	Uncharacterized protein YiiR	PATRIC.562.19188.NSEE01000113.CDS.18961.19401.rev	fig|562.19188.peg.2995	99	2e-83
fig|562.19188.peg.3000		Transporter	Sulfate-binding protein Sbp	PATRIC.562.19188.NSEE01000113.CDS.21893.22882.rev	fig|562.19188.peg.3000	100	1e-192
fig|562.19188.peg.3018		Transporter	PTS system, fructose-specific IIA component (EC 2.7.1.202)	PATRIC.562.19188.NSEE01000113.CDS.38696.39142.fwd	fig|562.19188.peg.3018	100	5e-81
fig|562.19188.peg.3162		Transporter	Inner membrane protein YhjD	PATRIC.562.19188.NSEE01000120.CDS.6153.7166.fwd	fig|562.19188.peg.3162	99	1e-190
fig|562.19188.peg.3173		Transporter	beta-1,4-glucanase (cellulase) (EC 3.2.1.4)	PATRIC.562.19188.NSEE01000120.CDS.21998.23104.rev	fig|562.19188.peg.3173	99	1e-221
fig|562.19188.peg.3187		Transporter	HAAAP family transport protein YhjV	PATRIC.562.19188.NSEE01000120.CDS.34372.35643.fwd	fig|562.19188.peg.3187	99	1e-241
fig|562.19188.peg.2932		Transporter	ABC transporter, permease protein YnjC	PATRIC.562.19188.NSEE01000122.CDS.27121.28656.rev	fig|562.19188.peg.2932	98	1e-286
fig|562.19188.peg.5101		Transporter	Multidrug efflux system EmrKY-TolC, inner-membrane proton/drug antiporter EmrY (MFS type)	PATRIC.562.19188.NSEE01000128.CDS.17680.19218.rev	fig|562.19188.peg.5101	99	1e-296
fig|562.19188.peg.3337		Transporter	Glycerol-3-phosphate ABC transporter, permease protein UgpA (TC 3.A.1.1.3)	PATRIC.562.19188.NSEE01000129.CDS.3343.4230.rev	fig|562.19188.peg.3337	99	1e-167
fig|562.19188.peg.3338		Transporter	Glycerol-3-phosphate ABC transporter, substrate-binding protein UgpB	PATRIC.562.19188.NSEE01000129.CDS.4328.5644.rev	fig|562.19188.peg.3338	100	1e-262
fig|562.19188.peg.3340		Transporter	Branched-chain amino acid ABC transporter, ATP-binding protein LivG (TC 3.A.1.4.1)	PATRIC.562.19188.NSEE01000129.CDS.6755.7522.rev	fig|562.19188.peg.3340	100	1e-144
fig|562.19188.peg.3341		Transporter	Branched-chain amino acid ABC transporter, permease protein LivM (TC 3.A.1.4.1)	PATRIC.562.19188.NSEE01000129.CDS.7519.8796.rev	fig|562.19188.peg.3341	99	1e-242
fig|562.19188.peg.3362		Transporter	UPF0118 inner membrane protein YhhT	PATRIC.562.19188.NSEE01000129.CDS.25940.26989.fwd	fig|562.19188.peg.3362	99	1e-196
fig|562.19188.peg.3365		Transporter	Nickel ABC transporter, permease protein NikB (TC 3.A.1.5.3)	PATRIC.562.19188.NSEE01000129.CDS.29316.30260.fwd	fig|562.19188.peg.3365	100	1e-180
fig|562.19188.peg.3373		Transporter	Ribosome-associated ATPase RbbA	PATRIC.562.19188.NSEE01000129.CDS.35012.37747.rev	fig|562.19188.peg.3373	99	0.0
fig|562.19188.peg.2463		Transporter	Colicin V production protein	PATRIC.562.19188.NSEE01000130.CDS.23138.23626.rev	fig|562.19188.peg.2463	99	9e-86
fig|562.19188.peg.2490		Transporter	Major fimbrial subunit StfA	PATRIC.562.19188.NSEE01000130.CDS.47994.48557.rev	fig|562.19188.peg.2490	100	1e-103
fig|562.19188.peg.161		Transporter	Outer membrane beta-barrel assembly protein BamB	PATRIC.562.19188.NSEE01000131.CDS.7754.8932.rev	fig|562.19188.peg.161	99	1e-225
fig|562.19188.peg.197		Transporter	Predicted sugar ABC transport system, periplasmic binding protein YphF precursor	PATRIC.562.19188.NSEE01000131.CDS.48185.49168.rev	fig|562.19188.peg.197	99	1e-181
fig|562.19188.peg.1069		Transporter	Formate dehydrogenase N beta subunit (EC 1.2.1.2)	PATRIC.562.19188.NSEE01000132.CDS.4401.5285.fwd	fig|562.19188.peg.1069	100	1e-180
fig|562.19188.peg.5665		Transporter	Maltodextrin ABC transporter, permease protein MdxG	PATRIC.562.19188.NSEE01000134.CDS.6886.7776.rev	fig|562.19188.peg.5665	99	1e-167
fig|562.19188.peg.2218		Transporter	Uncharacterized lipoprotein YmbA	PATRIC.562.19188.NSEE01000136.CDS.32648.33211.rev	fig|562.19188.peg.2218	100	1e-105
fig|562.19188.peg.2219		Transporter	Paraquat-inducible protein B	PATRIC.562.19188.NSEE01000136.CDS.33208.34848.rev	fig|562.19188.peg.2219	100	0.0
fig|562.19188.peg.1914		Transporter	Ferric hydroxamate ABC transporter (TC 3.A.1.14.3), periplasmic substrate binding protein FhuD	PATRIC.562.19188.NSEE01000138.CDS.9021.9911.fwd	fig|562.19188.peg.1914	99	1e-171
fig|562.19188.peg.133		Transporter	Membrane transporter HdeD, H-NS repressed	PATRIC.562.19188.NSEE01000142.CDS.5094.5666.fwd	fig|562.19188.peg.133	100	1e-101
fig|562.19188.peg.136		Transporter	Multidrug efflux system MdtEF-TolC, membrane fusion component MdtE	PATRIC.562.19188.NSEE01000142.CDS.7331.8488.fwd	fig|562.19188.peg.136	100	1e-214
fig|562.19188.peg.2360		Transporter	Phosphate ABC transporter, substrate-binding protein PstS (TC 3.A.1.7.1)	PATRIC.562.19188.NSEE01000147.CDS.1117.2157.fwd	fig|562.19188.peg.2360	100	1e-201
fig|562.19188.peg.2362		Transporter	Phosphate ABC transporter, permease protein PstA (TC 3.A.1.7.1)	PATRIC.562.19188.NSEE01000147.CDS.3203.4093.fwd	fig|562.19188.peg.2362	99	1e-164
fig|562.19188.peg.2369		Transporter	Cryptic outer membrane porin BglH	PATRIC.562.19188.NSEE01000147.CDS.10328.11944.fwd	fig|562.19188.peg.2369	99	0.0
fig|562.19188.peg.2379		Transporter	Multidrug efflux pump MdtL (of MFS type)	PATRIC.562.19188.NSEE01000147.CDS.19766.20941.rev	fig|562.19188.peg.2379	99	1e-218
fig|562.19188.peg.2400		Transporter	D-galactonate transporter	PATRIC.562.19188.NSEE01000147.CDS.40826.42118.fwd	fig|562.19188.peg.2400	100	1e-255
fig|562.19188.peg.3711		Transporter	L-cystine uptake protein TcyP, sodium:anion symporter family	PATRIC.562.19188.NSEE01000149.CDS.34973.36133.fwd	fig|562.19188.peg.3711	99	1e-211
fig|562.19188.peg.840		Transporter	Universal stress protein B	PATRIC.562.19188.NSEE01000152.CDS.3835.4170.fwd	fig|562.19188.peg.840	100	9e-61
fig|562.19188.peg.841		Transporter	Low-affinity inorganic phosphate transporter	PATRIC.562.19188.NSEE01000152.CDS.4241.5740.rev	fig|562.19188.peg.841	99	1e-285
fig|562.19188.peg.3987		Transporter	Threonine efflux protein RhtC	PATRIC.562.19188.NSEE01000156.CDS.4981.5601.fwd	fig|562.19188.peg.3987	98	1e-113
fig|562.19188.peg.4000		Transporter	Twin-arginine translocation protein TatA	PATRIC.562.19188.NSEE01000156.CDS.19048.19317.fwd	fig|562.19188.peg.4000	100	3e-43
fig|562.19188.peg.4444		Transporter	Aminobenzoyl-glutamate transport protein	PATRIC.562.19188.NSEE01000157.CDS.18122.19648.fwd	fig|562.19188.peg.4444	99	1e-291
fig|562.19188.peg.4450		Transporter	Murein peptide ABC transporter, substrate-binding protein (requires DppBCDF)	PATRIC.562.19188.NSEE01000157.CDS.23856.25469.rev	fig|562.19188.peg.4450	100	0.0
fig|562.19188.peg.4471		Transporter	Inner membrane ABC transporter permease protein YcjP	PATRIC.562.19188.NSEE01000157.CDS.45420.46262.rev	fig|562.19188.peg.4471	100	1e-156
fig|562.19188.peg.4488		Transporter	Putrescine importer	PATRIC.562.19188.NSEE01000157.CDS.61164.62549.fwd	fig|562.19188.peg.4488	99	1e-268
fig|562.19188.peg.500		Transporter	Uncharacterized MFS-type transporter YdfJ	PATRIC.562.19188.NSEE01000158.CDS.5337.6704.fwd	fig|562.19188.peg.500	99	1e-244
fig|562.19188.peg.4804		Transporter	Oligopeptide ABC transporter, ATP-binding protein OppD (TC 3.A.1.5.1)	PATRIC.562.19188.NSEE01000160.CDS.14746.15759.rev	fig|562.19188.peg.4804	99	1e-192
fig|562.19188.peg.4806		Transporter	Oligopeptide ABC transporter, permease protein OppB (TC 3.A.1.5.1)	PATRIC.562.19188.NSEE01000160.CDS.16694.17614.rev	fig|562.19188.peg.4806	100	1e-172
fig|562.19188.peg.4829		Transporter	Putative invasin	PATRIC.562.19188.NSEE01000160.CDS.43781.45175.rev	fig|562.19188.peg.4829	99	1e-280
fig|562.19188.peg.4864		Transporter	K(+)/H(+) antiporter NhaP2	PATRIC.562.19188.NSEE01000160.CDS.76426.78162.fwd	fig|562.19188.peg.4864	98	0.0
fig|562.19188.peg.4874		Transporter	Hemolysin E, chromosomal	PATRIC.562.19188.NSEE01000160.CDS.88104.88613.fwd	fig|562.19188.peg.4874	99	2e-86
fig|562.19188.peg.2105		Transporter	Uncharacterized Na(+)/H(+) exchanger YjcE	PATRIC.562.19188.NSEE01000161.CDS.11153.12802.fwd	fig|562.19188.peg.2105	99	1e-310
fig|562.19188.peg.2107		Transporter	Acetate permease ActP (cation/acetate symporter)	PATRIC.562.19188.NSEE01000161.CDS.14425.16074.rev	fig|562.19188.peg.2107	99	1e-314
fig|562.19188.peg.2108		Transporter	Inner membrane protein YjcH, clustering with ActP	PATRIC.562.19188.NSEE01000161.CDS.16071.16385.rev	fig|562.19188.peg.2108	100	1e-53
fig|562.19188.peg.2125		Transporter	Inner membrane component MdtN of tripartite multidrug resistance system	PATRIC.562.19188.NSEE01000161.CDS.33686.34717.rev	fig|562.19188.peg.2125	99	1e-187
fig|562.19188.peg.3952		Transporter	Flagellar motor rotation protein MotB	PATRIC.562.19188.NSEE01000166.CDS.2631.3557.fwd	fig|562.19188.peg.3952	99	1e-174
fig|562.19188.peg.3969		Transporter	Cytoplasmic copper homeostasis protein CutC	PATRIC.562.19188.NSEE01000166.CDS.19533.20279.fwd	fig|562.19188.peg.3969	100	1e-141
fig|562.19188.peg.654		Transporter	Ferric enterobactin transport ATP-binding protein FepC (TC 3.A.1.14.2)	PATRIC.562.19188.NSEE01000167.CDS.1023.1838.rev	fig|562.19188.peg.654	99	1e-154
fig|562.19188.peg.3200		Transporter	Inner membrane protein YeeA	PATRIC.562.19188.NSEE01000172.CDS.210.626.fwd	fig|562.19188.peg.3200	100	3e-58
fig|562.19188.peg.3283		Transporter	Formate hydrogenlyase subunit 4	PATRIC.562.19188.NSEE01000179.CDS.10061.10984.fwd	fig|562.19188.peg.3283	100	1e-171
fig|562.19188.peg.3286		Transporter	Formate hydrogenlyase subunit 7	PATRIC.562.19188.NSEE01000179.CDS.13263.14030.fwd	fig|562.19188.peg.3286	99	1e-148
fig|562.19188.peg.3305		Transporter	PTS system, glucitol/sorbitol-specific IIB component (EC 2.7.1.198) / PTS system, glucitol/sorbitol-specific IIC component 2	PATRIC.562.19188.NSEE01000179.CDS.31366.32325.rev	fig|562.19188.peg.3305	99	1e-182
fig|562.19188.peg.3306		Transporter	PTS system, glucitol/sorbitol-specific IIC component	PATRIC.562.19188.NSEE01000179.CDS.32322.32885.rev	fig|562.19188.peg.3306	100	1e-106
fig|562.19188.peg.774		Transporter	Molybdenum ABC transporter ATP-binding protein ModC	PATRIC.562.19188.NSEE01000181.CDS.34791.35849.rev	fig|562.19188.peg.774	99	1e-200
fig|562.19188.peg.775		Transporter	Molybdenum ABC transporter permease protein ModB	PATRIC.562.19188.NSEE01000181.CDS.35852.36541.rev	fig|562.19188.peg.775	99	1e-126
fig|562.19188.peg.793		Transporter	Tol-Pal system beta propeller repeat protein TolB	PATRIC.562.19188.NSEE01000181.CDS.53247.54539.rev	fig|562.19188.peg.793	100	1e-253
fig|562.19188.peg.798		Transporter	Cyd operon protein YbgE	PATRIC.562.19188.NSEE01000181.CDS.57710.58003.rev	fig|562.19188.peg.798	100	4e-51
fig|562.19188.peg.800		Transporter	Cytochrome d ubiquinol oxidase subunit II (EC 1.10.3.-)	PATRIC.562.19188.NSEE01000181.CDS.58131.59270.rev	fig|562.19188.peg.800	100	1e-225
fig|562.19188.peg.33		Transporter	Glycine betaine/L-proline transport ATP-binding protein ProV (TC 3.A.1.12.1)	PATRIC.562.19188.NSEE01000186.CDS.797.1999.fwd	fig|562.19188.peg.33	100	1e-225
fig|562.19188.peg.37		Transporter	Uncharacterized MFS-type transporter STM2812	PATRIC.562.19188.NSEE01000186.CDS.4397.5581.fwd	fig|562.19188.peg.37	100	1e-224
fig|562.19188.peg.43		Transporter	Multidrug efflux system EmrAB-OMF, inner-membrane proton/drug antiporter EmrB (MFS type)	PATRIC.562.19188.NSEE01000186.CDS.8704.10242.fwd	fig|562.19188.peg.43	100	1e-300
fig|562.19188.peg.1653		Transporter	Iron siderophore ABC transporter, permease/ATP-binding protein YbtQ	PATRIC.562.19188.NSEE01000187.CDS.10815.12617.rev	fig|562.19188.peg.1653	99	0.0
fig|562.19188.peg.1666		Transporter	Shikimate transporter	PATRIC.562.19188.NSEE01000187.CDS.41292.42608.fwd	fig|562.19188.peg.1666	98	1e-251
fig|562.19188.peg.2861		Transporter	Flagellar assembly protein FliH	PATRIC.562.19188.NSEE01000190.CDS.27584.28270.fwd	fig|562.19188.peg.2861	90	3e-96
fig|562.19188.peg.1091		Transporter	Magnesium and cobalt transport protein CorA	PATRIC.562.19188.NSEE01000191.CDS.2173.3123.rev	fig|562.19188.peg.1091	100	1e-180
fig|562.19188.peg.1119		Transporter	Lipid III flippase	PATRIC.562.19188.NSEE01000191.CDS.29103.30353.rev	fig|562.19188.peg.1119	100	1e-234
fig|562.19188.peg.1127		Transporter	Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33)	PATRIC.562.19188.NSEE01000191.CDS.37612.38715.rev	fig|562.19188.peg.1127	100	1e-213
fig|562.19188.peg.2509		Transporter	Inner membrane transport protein YqeG	PATRIC.562.19188.NSEE01000193.CDS.1252.2481.rev	fig|562.19188.peg.2509	100	1e-233
fig|562.19188.peg.2513		Transporter	low-affinity L-arabinose transport system proton symport protein	PATRIC.562.19188.NSEE01000193.CDS.6146.7564.fwd	fig|562.19188.peg.2513	99	1e-269
fig|562.19188.peg.2519		Transporter	Lysophospholipid transporter LplT	PATRIC.562.19188.NSEE01000193.CDS.14467.15660.fwd	fig|562.19188.peg.2519	99	1e-225
fig|562.19188.peg.5		Transporter	Putative capsular polysaccharide transport protein YegH	PATRIC.562.19188.NSEE01000196.CDS.4316.5899.rev	fig|562.19188.peg.5	98	1e-298
fig|562.19188.peg.8		Transporter	Tyrosine-protein kinase (EC 2.7.10.2) => Wzc	PATRIC.562.19188.NSEE01000196.CDS.8149.10311.fwd	fig|562.19188.peg.8	99	0.0
fig|562.19188.peg.4567		Transporter	Trimethylamine-N-oxide reductase associated c-type cytochrome, TorC	PATRIC.562.19188.NSEE01000197.CDS.8126.9298.fwd	fig|562.19188.peg.4567	100	1e-234
fig|562.19188.peg.3113		Transporter	Aquaporin Z	PATRIC.562.19188.NSEE01000202.CDS.7776.8471.rev	fig|562.19188.peg.3113	99	1e-129
fig|562.19188.peg.3116		Transporter	Macrolide-specific efflux protein MacA	PATRIC.562.19188.NSEE01000202.CDS.11659.12774.fwd	fig|562.19188.peg.3116	99	1e-205
fig|562.19188.peg.3129		Transporter	Outer membrane lipoprotein carrier protein LolA	PATRIC.562.19188.NSEE01000202.CDS.29909.30520.fwd	fig|562.19188.peg.3129	100	1e-116
fig|562.19188.peg.3133		Transporter	Anaerobic dimethyl sulfoxide reductase chain B (EC 1.8.5.3), iron-sulfur binding subunit	PATRIC.562.19188.NSEE01000202.CDS.35951.36568.fwd	fig|562.19188.peg.3133	100	1e-128
fig|562.19188.peg.3137		Transporter	Hypothetical MFS-type transporter protein YcaD	PATRIC.562.19188.NSEE01000202.CDS.38410.39558.fwd	fig|562.19188.peg.3137	99	1e-217
fig|562.19188.peg.3138		Transporter	Inner membrane permease YcaM	PATRIC.562.19188.NSEE01000202.CDS.39768.41198.fwd	fig|562.19188.peg.3138	100	1e-281
fig|562.19188.peg.1414		Transporter	Glycolate permease	PATRIC.562.19188.NSEE01000207.CDS.30823.32505.rev	fig|562.19188.peg.1414	99	0.0
fig|562.19188.peg.2013		Transporter	Crotonobetaine--CoA ligase @ Carnitine--CoA ligase	PATRIC.562.19188.NSEE01000208.CDS.6973.8526.rev	fig|562.19188.peg.2013	98	1e-307
fig|562.19188.peg.2021		Transporter	Putative metabolite transport protein YaaU	PATRIC.562.19188.NSEE01000208.CDS.16625.17956.fwd	fig|562.19188.peg.2021	100	1e-259
fig|562.19188.peg.4541		Transporter	Glutamine ABC transporter, substrate-binding protein GlnH	PATRIC.562.19188.NSEE01000210.CDS.9754.10500.fwd	fig|562.19188.peg.4541	100	1e-139
fig|562.19188.peg.4543		Transporter	Glutamine ABC transporter, ATP-binding protein GlnQ	PATRIC.562.19188.NSEE01000210.CDS.11295.12017.fwd	fig|562.19188.peg.4543	99	1e-132
fig|562.19188.peg.4222		Transporter	hypothetical protein	PATRIC.562.19188.NSEE01000211.CDS.12182.13066.rev	fig|562.19188.peg.4222	99	1e-166
fig|562.19188.peg.1510		Transporter	Formate efflux transporter FocA	PATRIC.562.19188.NSEE01000220.CDS.4125.5150.rev	fig|562.19188.peg.1510	100	1e-165
fig|562.19188.peg.378		Transporter	Proline-specific permease ProY	PATRIC.562.19188.NSEE01000227.CDS.19141.20514.fwd	fig|562.19188.peg.378	100	1e-268
fig|562.19188.peg.411		Transporter	Cytochrome O ubiquinol oxidase subunit II (EC 1.10.3.-)	PATRIC.562.19188.NSEE01000227.CDS.51090.52037.rev	fig|562.19188.peg.411	99	1e-184
fig|562.19188.peg.421		Transporter	Peptidyl-prolyl cis-trans isomerase PpiD (EC 5.2.1.8)	PATRIC.562.19188.NSEE01000227.CDS.62343.64214.fwd	fig|562.19188.peg.421	100	0.0
fig|562.19188.peg.5025		Transporter	Lysine/cadaverine antiporter membrane protein CadB	PATRIC.562.19188.NSEE01000230.CDS.2213.3547.fwd	fig|562.19188.peg.5025	100	1e-258
fig|562.19188.peg.4701		Transporter	Lipoprotein-releasing system ATP-binding protein LolD	PATRIC.562.19188.NSEE01000232.CDS.19658.20359.rev	fig|562.19188.peg.4701	100	1e-128
fig|562.19188.peg.1317		Transporter	Transposase	PATRIC.562.19188.NSEE01000235.CDS.2321.2578.fwd	fig|562.19188.peg.1317	97	4e-37
fig|562.19188.peg.4775		Transporter	Phage holin	PATRIC.562.19188.NSEE01000237.CDS.17300.17704.rev	fig|562.19188.peg.4775	100	4e-68
fig|562.19188.peg.4779		Transporter	DedA family inner membrane protein YqjA	PATRIC.562.19188.NSEE01000237.CDS.18952.19614.rev	fig|562.19188.peg.4779	100	1e-125
fig|562.19188.peg.4893		Transporter	TonB-ExbBD energy transducing system, ExbB subunit	PATRIC.562.19188.NSEE01000238.CDS.10980.11714.fwd	fig|562.19188.peg.4893	100	1e-132
fig|562.19188.peg.4908		Transporter	[NiFe] hydrogenase metallocenter assembly protein HybG	PATRIC.562.19188.NSEE01000238.CDS.23003.23251.fwd	fig|562.19188.peg.4908	100	1e-40
fig|562.19188.peg.265		Transporter	NAD(P) transhydrogenase subunit beta (EC 1.6.1.2)	PATRIC.562.19188.NSEE01000240.CDS.10099.11487.rev	fig|562.19188.peg.265	100	1e-263
fig|562.19188.peg.266		Transporter	NAD(P) transhydrogenase N-domain of subunit alpha (EC 1.6.1.2) / NAD(P) transhydrogenase C-domain of subunit alpha (EC 1.6.1.2)	PATRIC.562.19188.NSEE01000240.CDS.11498.13084.rev	fig|562.19188.peg.266	99	1e-291
fig|562.19188.peg.4917		Transporter	Ammonium transporter	PATRIC.562.19188.NSEE01000242.CDS.5769.7055.fwd	fig|562.19188.peg.4917	100	1e-249
fig|562.19188.peg.1547		Transporter	Protein translocase subunit SecA	PATRIC.562.19188.NSEE01000244.CDS.24193.26898.fwd	fig|562.19188.peg.1547	100	0.0
fig|562.19188.peg.5068		Transporter	Acyl-ACP:glycerol-3-phosphate O-acyltransferase (EC 2.3.1.n5)	PATRIC.562.19188.NSEE01000245.CDS.1635.2252.rev	fig|562.19188.peg.5068	100	1e-119
fig|562.19188.peg.5385		Transporter	Nickel/cobalt homeostasis protein RcnB	PATRIC.562.19188.NSEE01000251.CDS.6815.7153.fwd	fig|562.19188.peg.5385	100	4e-61
fig|562.19188.peg.5206		Transporter	Xanthine permease @ Xanthine:proton symporter XanQ	PATRIC.562.19188.NSEE01000252.CDS.215.1615.rev	fig|562.19188.peg.5206	99	1e-261
fig|562.19188.peg.3491		Transporter	Putative transport protein	PATRIC.562.19188.NSEE01000256.CDS.48808.50532.fwd	fig|562.19188.peg.3491	98	0.0
fig|562.19188.peg.3524		Transporter	Fructoselysine/psicoselysine transporter FrlA	PATRIC.562.19188.NSEE01000256.CDS.80041.81429.rev	fig|562.19188.peg.3524	100	1e-258
fig|562.19188.peg.5266		Transporter	UPF0118 inner membrane protein YdiK	PATRIC.562.19188.NSEE01000259.CDS.4129.5241.rev	fig|562.19188.peg.5266	99	1e-210
fig|562.19188.peg.4291		Transporter	UPF0056 inner membrane protein MarC	PATRIC.562.19188.NSEE01000261.CDS.7325.7990.fwd	fig|562.19188.peg.4291	100	1e-119
fig|562.19188.peg.2742		Transporter	Phospholipid ABC transporter permease protein MlaE	PATRIC.562.19188.NSEE01000263.CDS.51185.51967.rev	fig|562.19188.peg.2742	100	1e-143
fig|562.19188.peg.2784		Transporter	AaeAB efflux system for hydroxylated, aromatic carboxylic acids, membrane fusion component AaeA	PATRIC.562.19188.NSEE01000263.CDS.93884.94816.rev	fig|562.19188.peg.2784	100	1e-174
fig|562.19188.peg.2791		Transporter	Rod shape-determining protein MreD	PATRIC.562.19188.NSEE01000263.CDS.103797.104285.rev	fig|562.19188.peg.2791	100	6e-89
fig|562.19188.peg.2792		Transporter	Rod shape-determining protein MreC	PATRIC.562.19188.NSEE01000263.CDS.104285.105388.rev	fig|562.19188.peg.2792	99	1e-208
